INCIDENT_ID,INCIDENT_NAME,DESCRIPTION,SEVERITY_ID,INCIDENT_TYPE_ID,ASSIGNED_USER_ID,ASSIGNED_DATE,RESOLUTION_DATE,DATE_FROM,DATE_TO,SOURCE_ID,ASSIGNED_ROLE_ID,LEVEL_ID,CUST_SATISFY,PRODUCT_ID,DIM_RELEASE_ID,INCIDENT_UNIQUEID,INC_STATUS_ID,INC_STATUS,INCIDENT_DUE
644,Test view step was executed in wrong company,Test view step was executed in wrong company,3,2,NULL,2016-04-05 00:00:00,2018-08-31 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,126,3,0,110,39,KGW-647-55253,3,Closed,0
645,Session timeout,Session timeout,4,2,NULL,2016-04-04 00:00:00,2016-04-11 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,123,2,0,110,39,MMM-173-44486,3,Closed,0
646,AA Test Generator Tool-Error “` The execution of the routine returned no instances.Aborting!Check lo,AA Test Generator Tool-Error “` The execution of the routine returned no instances.Aborting!Check log details` [Koushik VV],4,2,NULL,2016-04-08 00:00:00,2016-04-12 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,119,2,0,110,39,IEH-463-53223,3,Closed,1
647,Account closure not consistent-Error message `CLOSE.ONLINE:1:1=NOINPUT FIELD`[Def 1149_Koushik],Account closure not consistent-Error message `CLOSE.ONLINE:1:1=NOINPUT FIELD`[Def 1149_Koushik],4,2,NULL,2016-04-08 00:00:00,2016-05-09 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,119,2,0,110,39,XIX-949-51284,3,Closed,0
648,Enquiry action step fails: Unable to retrieve error message.,Enquiry action step fails: Unable to retrieve error message.,1,2,NULL,2016-04-11 00:00:00,2016-04-12 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,123,2,0,110,39,HCT-568-81656,3,Closed,0
649,Adapter did not complete in 8 minutes,Adapter did not complete in 8 minutes,4,2,NULL,2016-04-11 00:00:00,2016-04-18 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,123,2,0,110,39,WRC-162-55913,3,Closed,0
650,Validata ATS in ST and PR server throwing error,Validata ATS in ST and PR server throwing error,3,2,NULL,2016-04-12 00:00:00,2016-04-14 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,114,2,0,110,39,CEH-573-32791,3,Closed,0
651,Index was out of range. Must be non-negative and less than the size of the collection.,Index was out of range. Must be non-negative and less than the size of the collection.,1,2,NULL,2016-04-12 00:00:00,2018-08-31 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,123,2,0,110,39,NMY-991-56004,3,Closed,0
652,"Unable to process application ","Unable to process application ",1,2,NULL,2016-04-12 00:00:00,2016-04-29 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,123,2,0,110,39,XJD-516-48013,3,Closed,0
653,RBC: Defect manager - Defect inaccessible because of broken layout,RBC: Defect manager - Defect inaccessible because of broken layout,3,2,NULL,2016-04-13 00:00:00,2016-04-15 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,126,3,0,110,39,KXX-771-56048,3,Closed,0
654,Unexpected Error in Test Generator[Def 1264_Koushik VV],Unexpected Error in Test Generator[Def 1264_Koushik VV],4,2,NULL,2016-04-14 00:00:00,2016-04-15 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,119,2,0,110,39,SQZ-225-68289,3,Closed,0
655,CS POC - Unable to get the message from BHO. Details: Unable to find the specific file,CS POC - Unable to get the message from BHO. Details: Unable to find the specific file,4,2,NULL,2016-04-15 00:00:00,2016-04-18 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,115,2,0,110,39,JMY-537-56342,3,Closed,0
656,ERROR: Execution Agent 'TestEngine-SE123123' is not active,ERROR: Execution Agent 'TestEngine-SE123123' is not active,4,2,NULL,2016-04-15 00:00:00,2016-04-18 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,123,2,0,110,39,YHC-300-10013,3,Closed,0
657,ENQ Action issue with post filter,ENQ Action issue with post filter,1,2,NULL,2016-04-15 00:00:00,2016-04-18 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,123,2,0,110,39,OWZ-152-86397,3,Closed,0
658,Issue in FRA version-values not populated[Defect 1148_Koushik],Issue in FRA version-values not populated[Defect 1148_Koushik],4,2,NULL,2016-04-17 00:00:00,2016-04-20 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,119,2,0,110,39,WLJ-476-45001,3,Closed,0
659,How can we script for Composite screen enquiry,How can we script for Composite screen enquiry,3,6,NULL,2015-08-28 00:00:00,2016-05-12 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,130,2,0,110,39,VEK-968-80874,3,Closed,0
660,Deposit-Registered- Scenario 5 - TS0198.1.1 Add New RSP - Locked in Federal LIRA-FED Market Index Pa,"Deposit-Registered- Scenario 5 - TS0198.1.1 Add New RSP - Locked in Federal LIRA-FED Market Index Pay ",1,2,NULL,2016-04-18 00:00:00,2016-05-09 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,128,2,0,110,39,FSX-596-63933,3,Closed,0
661,Scripting a Letter of Credit had the following error,Scripting a Letter of Credit had the following error,1,2,NULL,2016-04-18 00:00:00,2016-05-09 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,128,2,0,110,39,CZO-263-25273,3,Closed,0
662,Confirmation message on delete transactions is not handled,Confirmation message on delete transactions is not handled,3,2,NULL,2016-04-18 00:00:00,2016-04-25 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,123,2,0,110,39,AOR-839-12979,3,Closed,0
663,AUTOMATION RUN / Deposit / Registered / Scenario 8 / [TS0198.1.4 Add New RSP - Locked in Federal RLS,AUTOMATION RUN / Deposit / Registered / Scenario 8 / [TS0198.1.4 Add New RSP - Locked in Federal RLSP-FED Redeemable Pay1],1,2,NULL,2016-04-18 00:00:00,2016-05-10 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,128,2,0,110,39,ZCQ-611-71759,3,Closed,0
664,Test case failing on initial run and stopping,Test case failing on initial run and stopping,1,2,NULL,2016-04-19 00:00:00,2016-05-09 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,128,2,0,110,39,PQD-889-34681,3,Closed,0
665,Admin activities,Admin activities,2,6,NULL,2016-04-20 00:00:00,2016-04-25 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,114,2,0,110,39,QBD-591-76949,3,Closed,0
666,Unable to view all tabs in Validata main page,Unable to view all tabs in Validata main page,2,2,NULL,2016-04-20 00:00:00,2016-04-20 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,114,2,0,110,39,UNS-663-24507,3,Closed,0
667,How to Add items in a BP folder (SUBROUTINES) to Change Package,How to Add items in a BP folder (SUBROUTINES) to Change Package,1,2,NULL,2016-08-15 00:00:00,2017-06-16 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,164,2,0,112,41,PPW-467-31909,3,Closed,0
668,Error when deploying packages,Error when deploying packages,1,2,NULL,2016-08-16 00:00:00,2017-06-16 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,164,2,0,112,41,XIV-118-53713,3,Closed,0
669,Deployment using company specific Typicals not deploying properly,Deployment using company specific Typicals not deploying properly,1,2,NULL,2016-08-18 00:00:00,2017-06-16 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,164,2,0,112,41,CNP-539-70972,3,Closed,0
670,Validata is very slow after T24 QA refresh,Validata is very slow after T24 QA refresh,1,2,NULL,2016-09-21 00:00:00,2016-11-23 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,128,2,0,110,39,ZMH-486-72442,3,Closed,0
671,Error during AA Generator for Deposits creation,Error during AA Generator for Deposits creation,5,2,NULL,2016-09-30 00:00:00,2016-11-22 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,128,2,0,110,39,QAG-154-68928,3,Closed,0
672,While executing on test engine MWARKENTIN CIF fails with error on gender,While executing on test engine MWARKENTIN CIF fails with error on gender,1,2,NULL,2016-09-30 00:00:00,2016-11-23 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,128,2,0,110,39,ERE-604-53699,3,Closed,0
673,Validata Scripting does not capture Amend step,Validata Scripting does not capture Amend step,1,2,NULL,2016-10-12 00:00:00,2016-12-02 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,128,2,0,110,39,OZW-436-92460,3,Closed,0
674,AA Arangement new activity issue,AA Arangement new activity issue,1,2,NULL,2016-10-23 00:00:00,2016-12-21 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,132,3,0,110,39,VAH-734-82409,3,Closed,0
675,Not able to edit comparison rules in classic step,Not able to edit comparison rules in classic step,1,4,NULL,2016-10-23 00:00:00,2018-08-31 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,131,3,0,110,39,BQE-337-39177,3,Closed,0
676,Unable to set value 'TFS16299LLVVJ' to control 'ContractBox'.,Unable to set value 'TFS16299LLVVJ' to control 'ContractBox'.,1,2,NULL,2016-10-25 00:00:00,2016-11-23 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,128,2,0,110,39,PJN-730-95018,3,Closed,0
677,Web adapter instability and environment issues,Web adapter instability and environment issues,1,2,NULL,2016-10-26 00:00:00,2016-11-22 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,132,3,0,110,39,PER-694-23543,4,On Hold,0
678,`None or more than one row match the selected post filter.`,`None or more than one row match the selected post filter.`,1,2,NULL,2016-10-27 00:00:00,2016-11-23 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,128,2,0,110,39,ACF-221-46746,3,Closed,0
679,Model synchronization wizard is giving Timeout issue.,Model synchronization wizard is giving Timeout issue.,1,2,NULL,2016-11-07 00:00:00,2016-11-23 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,166,2,0,110,39,RYU-132-78847,3,Closed,0
680,Multisequence Function,Multisequence Function,1,2,NULL,2016-11-07 00:00:00,2016-12-12 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,163,3,0,111,40,PSL-291-61036,3,Closed,0
681,"AA Generator issue while saving the Script ","AA Generator issue while saving the Script ",1,2,NULL,2016-11-09 00:00:00,2016-12-13 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,166,2,0,110,39,KGX-338-17672,3,Closed,0
682,Issue in Defect Manager Report extraction,Issue in Defect Manager Report extraction,1,2,NULL,2016-11-11 00:00:00,2018-08-31 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,166,2,0,110,39,SHC-216-36688,3,Closed,0
683,Can't find the header's columns. XPathEnquiryHeader or XPathEnquiryHeaderText are invalid in GlobusR,Can't find the header's columns. XPathEnquiryHeader or XPathEnquiryHeaderText are invalid in GlobusR7Configuration.xml.,1,2,NULL,2016-11-16 00:00:00,2017-01-06 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,128,2,0,110,39,FND-889-41724,3,Closed,0
684,Object reference not set to an instance of an object,Object reference not set to an instance of an object,1,2,NULL,2016-11-16 00:00:00,2016-12-02 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,128,2,0,110,39,LAH-731-11664,3,Closed,0
685,Unable to use smart scripting for new activities for AA,Unable to use smart scripting for new activities for AA,1,3,NULL,2016-11-17 00:00:00,2016-12-13 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,166,2,0,110,39,NOU-827-83386,3,Closed,0
686,"Issue while saving the enquiry using smart scripting ","Issue while saving the enquiry using smart scripting ",1,2,NULL,2016-11-17 00:00:00,2017-01-06 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,166,2,0,110,39,NEX-738-87346,3,Closed,0
687,None or more than one row match the selected post filter.,None or more than one row match the selected post filter.,1,2,NULL,2016-11-17 00:00:00,2016-11-23 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,128,2,0,110,39,PPK-830-92546,3,Closed,0
688,Failed to check the screen.,Failed to check the screen.,1,2,NULL,2016-11-17 00:00:00,2016-11-23 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,128,2,0,110,39,HZD-381-17407,3,Closed,0
689,AddMaintainDelete Legacy Number - BUSINESS TERM USD,AddMaintainDelete Legacy Number - BUSINESS TERM USD,1,2,NULL,2016-11-17 00:00:00,2016-12-02 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,128,2,0,110,39,PAP-393-77563,3,Closed,0
690,Error with calculation of the Customer other party 1-1,Error with calculation of the Customer other party 1-1,1,2,NULL,2016-11-17 00:00:00,2016-11-25 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,128,2,0,110,39,HEI-429-70575,3,Closed,0
691,EXCEPTION: System.Net.Sockets.SocketException (0x80004005): An operation on a socket could not be pe,EXCEPTION: System.Net.Sockets.SocketException (0x80004005): An operation on a socket could not be performed because the system lacked sufficient buffer space or because a queue was full at System.,1,2,NULL,2016-11-17 00:00:00,2016-11-25 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,128,2,0,110,39,XOX-819-67974,3,Closed,0
692,RequirementsExcelToValidata tool incorrect upload without check Re-index option,RequirementsExcelToValidata tool incorrect upload without check Re-index option,3,4,NULL,2016-11-17 00:00:00,2016-12-14 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,162,3,0,110,39,BSA-115-97918,3,Closed,0
693,Test,Test,1,2,NULL,2016-11-18 00:00:00,2016-11-23 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,128,2,0,110,39,FFZ-187-31006,3,Closed,0
694,Unable to standing order for an arrangement,Unable to standing order for an arrangement,1,3,NULL,2016-11-21 00:00:00,2016-12-29 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,166,2,0,110,39,QBY-824-43561,3,Closed,0
695,AA Generator failed on test case creation,AA Generator failed on test case creation,3,4,NULL,2016-11-22 00:00:00,2016-11-28 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,128,2,0,110,39,NNP-747-74771,3,Closed,0
696,Synchronization Wizard failed for 16 versions from CUSTOMER typical,Synchronization Wizard failed for 16 versions from CUSTOMER typical,6,2,NULL,2016-11-22 00:00:00,2016-12-02 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,128,2,0,110,39,PVR-417-82044,3,Closed,0
697,Loans - Transaction entry step is failing as data extracted are not in correct order,Loans - Transaction entry step is failing as data extracted are not in correct order,1,2,NULL,2016-11-24 00:00:00,2017-06-16 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,166,2,0,110,39,AFS-177-20288,3,Closed,0
698,Validata Backup,Validata Backup,1,7,NULL,2016-11-24 00:00:00,2017-02-16 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,166,2,0,110,39,AOG-858-49330,3,Closed,0
699,Question regarding MTService,Question regarding MTService,3,6,NULL,2016-11-30 00:00:00,2017-01-19 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,160,3,0,110,39,NYY-621-62486,3,Closed,0
700,MTService adds headers after it is restarted,MTService adds headers after it is restarted,3,3,NULL,2016-11-30 00:00:00,2016-12-06 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,160,3,0,142,71,WQH-470-84269,3,Closed,0
701,Exponential values in the log files,Exponential values in the log files,3,3,NULL,2016-11-30 00:00:00,2016-12-16 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,160,3,0,142,71,QWI-488-12806,3,Closed,0
702,Inserting data from a file in sql server table,Inserting data from a file in sql server table,4,2,NULL,2016-12-01 00:00:00,2016-12-02 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,160,3,0,142,71,AUW-316-56273,3,Closed,0
703,"Model Sync Wizard ","Model Sync Wizard ",1,2,NULL,2016-12-01 00:00:00,2017-02-02 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,127,2,0,112,41,AAG-250-16951,3,Closed,0
704,Parallel run fails: Unable to retrieve T24 ID. T24 message on Customer creation,Parallel run fails: Unable to retrieve T24 ID. T24 message on Customer creation,3,2,NULL,2016-12-01 00:00:00,2016-12-13 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,131,3,0,110,39,FBV-289-54518,3,Closed,0
705,Executing a Test Suite item doesn not connect to target machine - setup problem?,Executing a Test Suite item doesn not connect to target machine - setup problem?,2,2,NULL,2016-12-01 00:00:00,2016-12-12 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,132,2,0,110,39,GSD-810-34722,3,Closed,0
706,Traceability report with error on test step level,Traceability report with error on test step level,1,4,NULL,2016-12-02 00:00:00,2016-12-06 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,131,3,0,110,39,JNI-204-72944,3,Closed,0
707,After the upgrade we missed the excel report settings on the new ATS server,After the upgrade we missed the excel report settings on the new ATS server,2,2,NULL,2016-12-02 00:00:00,2016-12-12 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,131,3,0,110,39,NJT-269-46402,3,Closed,0
708,Wrong logic during scripting with Funds transfer 2 legs,Wrong logic during scripting with Funds transfer 2 legs,1,2,NULL,2016-11-16 00:00:00,2017-02-01 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,162,3,0,110,39,ZZU-649-76416,3,Closed,0
709,ABCBlfService Error,ABCBlfService Error,1,2,NULL,2016-12-05 00:00:00,2017-01-12 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,127,2,0,112,41,EXT-296-43109,3,Closed,0
710,How to Test teh test cases of Override scenario,How to Test teh test cases of Override scenario,1,2,NULL,2016-12-09 00:00:00,2018-08-31 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,166,2,0,110,39,IAL-659-18532,3,Closed,0
711,"360 Instalaltion ","360 Instalaltion ",3,2,NULL,2016-12-09 00:00:00,2017-01-04 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,131,2,0,110,39,XEH-289-33979,3,Closed,0
712,Activity for an arrangement has an issue while executing through smart scripting,Activity for an arrangement has an issue while executing through smart scripting,1,2,NULL,2016-12-13 00:00:00,2017-02-03 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,166,2,0,110,39,TGN-879-37913,3,Closed,0
713,FO old ATS server migration to new server,FO old ATS server migration to new server,3,2,NULL,2016-12-14 00:00:00,2018-08-31 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,131,3,0,110,39,RGN-451-11438,3,Closed,0
714,"Enquiry action step issue: Node with text 'Select Drilldown' not found in the post filtered row. No ",Enquiry action step issue: Node with text 'Select Drilldown' not found in the post filtered row. No action taken.,1,2,NULL,2016-12-23 00:00:00,2017-01-31 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,131,3,0,110,39,ADB-750-58555,3,Closed,0
715,AA Generator issue while saving Mortgage product,AA Generator issue while saving Mortgage product,1,2,NULL,2016-12-29 00:00:00,2016-12-30 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,166,2,0,110,39,OGR-160-18335,3,Closed,0
716,Validata duplicates the Parameter Drilldown in the test step when you copy/paste the step,Validata duplicates the Parameter Drilldown in the test step when you copy/paste the step,3,2,NULL,2016-10-28 00:00:00,2017-03-13 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,128,2,0,110,39,RQT-667-77333,3,Closed,0
717,Issue when trying to View a version or an enquiry,Issue when trying to View a version or an enquiry,1,2,NULL,2017-01-24 00:00:00,2017-06-16 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,127,2,0,112,41,LIC-754-30363,3,Closed,0
718,Connect through SSH on TelnetComDef,Connect through SSH on TelnetComDef,3,3,NULL,2017-01-25 00:00:00,2017-03-30 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,131,3,0,142,71,KHY-971-89398,3,Closed,0
719,FO: FCU.CUSTOMER.360.VIEW enquiry PT execution - errors `MISSING STANDARD SELECTION RECORD`,FO: FCU.CUSTOMER.360.VIEW enquiry PT execution - errors `MISSING STANDARD SELECTION RECORD`,5,2,NULL,2017-01-31 00:00:00,2017-03-30 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,160,3,0,142,71,BZC-871-89018,3,Closed,0
720,Unable to set value’AA1237567HJHK’ to control the ‘contract box’ while executing the activity throgh,Unable to set value’AA1237567HJHK’ to control the ‘contract box’ while executing the activity throgh smart scripting,1,2,NULL,2017-02-03 00:00:00,2018-08-31 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,166,2,0,110,39,RBB-111-49981,3,Closed,0
721,"Associating test cases creates duplicates ","Associating test cases creates duplicates ",3,2,NULL,2017-02-06 00:00:00,2017-02-28 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,128,2,0,110,39,CJE-835-65822,3,Closed,0
722,Traceability report,Traceability report,6,2,NULL,2017-02-07 00:00:00,2017-06-20 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,128,2,0,110,39,VDM-947-18917,3,Closed,0
723,Attaching screenshots to Manually executed Test Cases,Attaching screenshots to Manually executed Test Cases,1,6,NULL,2017-02-16 00:00:00,2017-02-28 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,165,2,0,110,39,BMK-138-85698,8,Pending Closure,0
724,TEST FOR 360 ALERTS,TEST FOR 360 ALERTS,1,2,NULL,2017-02-22 00:00:00,2017-04-27 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,131,3,0,110,39,ZPE-145-76427,3,Closed,0
725,OneAston: AgileDataManager is not installed,OneAston: AgileDataManager is not installed,5,2,NULL,2017-03-01 00:00:00,2017-03-03 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,131,3,0,110,39,VAB-895-28684,3,Closed,0
726,Testing Validata 360 Alerts Notification,Testing Validata 360 Alerts Notification,1,2,NULL,2017-03-01 00:00:00,2017-04-27 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,132,3,0,110,39,HYU-740-32611,3,Closed,0
727,Requirement Excel to Validata tool truncates text in Requirement Description field,Requirement Excel to Validata tool truncates text in Requirement Description field,1,2,NULL,2017-03-02 00:00:00,2017-03-14 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,165,2,0,110,39,TDI-972-88939,3,Closed,0
728,Unable to retrive error . Please increase waiting time for the last operation.,Unable to retrive error . Please increase waiting time for the last operation.,1,2,NULL,2017-03-03 00:00:00,2018-08-31 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,166,2,0,110,39,MPS-386-97461,3,Closed,0
729,Attachments in ABC,Attachments in ABC,3,6,NULL,2017-03-06 00:00:00,2017-03-08 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,131,3,0,112,41,DGU-507-90896,3,Closed,0
730,ATS password policy,ATS password policy,3,6,NULL,2017-03-06 00:00:00,2017-03-08 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,131,3,0,110,39,JPM-915-21170,3,Closed,0
731,OneAston: AA Generator can not create Test Folders,OneAston: AA Generator can not create Test Folders,5,2,NULL,2017-03-07 00:00:00,2017-03-07 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,131,3,0,110,39,PZK-885-20439,3,Closed,0
732,Issue with Simulation Execution of an Arrangement,Issue with Simulation Execution of an Arrangement,1,2,NULL,2017-02-06 00:00:00,2018-08-31 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,166,2,0,110,39,NTR-590-29929,3,Closed,0
733,User manual,User manual,2,7,NULL,2017-03-07 00:00:00,2017-03-08 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,131,3,0,110,39,JHQ-815-14268,3,Closed,0
734,OneAston: AA Generator critical issues,OneAston: AA Generator critical issues,3,2,NULL,2017-03-08 00:00:00,2018-08-31 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,131,3,0,110,39,BZT-285-55114,3,Closed,0
735,Client ABC installation,Client ABC installation,3,2,NULL,2017-03-08 00:00:00,2017-06-16 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,131,3,0,112,41,QRN-240-56089,3,Closed,0
736,Araxis Merge,Araxis Merge,4,9,NULL,2017-03-08 00:00:00,2017-03-14 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,132,3,0,112,41,VKH-565-46365,3,Closed,0
737,Migration from Oracle 11g to Oracle 12c,Migration from Oracle 11g to Oracle 12c,1,6,NULL,2017-03-09 00:00:00,2017-03-15 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,166,2,0,110,39,CXA-121-76143,8,Pending Closure,0
738,Integris:Error while recording an AA Simulation scenario with smart scripting.,Integris:Error while recording an AA Simulation scenario with smart scripting.,3,2,NULL,2017-03-10 00:00:00,2017-06-16 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,132,3,0,110,39,UCF-886-48595,3,Closed,0
739,ABC lost connection issue,ABC lost connection issue,4,2,NULL,2017-03-10 00:00:00,2017-03-27 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,131,3,0,112,41,EGQ-659-76069,3,Closed,0
740,#35 Package not being deployed on IRQ SIT,#35 Package not being deployed on IRQ SIT,1,2,NULL,2017-03-14 00:00:00,2017-03-17 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,127,2,0,112,41,AKS-992-77854,3,Closed,0
741,Traceability Report Error,Traceability Report Error,3,2,NULL,2017-03-17 00:00:00,2017-03-21 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,128,2,0,110,39,WMC-888-50645,3,Closed,0
742,CSVtoTestTree VXML tool truncates the test case title,CSVtoTestTree VXML tool truncates the test case title,1,2,NULL,2017-03-22 00:00:00,2017-04-03 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,165,2,0,110,39,QEV-274-77833,3,Closed,0
743,Integris :Unable to upload a missing enquiry through text file in Model Synchronization Wizard,Integris :Unable to upload a missing enquiry through text file in Model Synchronization Wizard,3,2,NULL,2017-03-22 00:00:00,2017-03-23 00:00:00,2018-12-10 18:58:00,2500-12-31 23:59:59,VALIDATA,132,3,0,110,39,CJE-308-59209,3,Closed,0
